,date,holiday_0,holiday_1,locale,store_nbr,transferred,sales,onpromotion,year,month,day,day_of_week,day_of_year,week_of_year,quarter,is_weekend
0,1/1/2013,0,1,3,1,0,0,0,2013,1,1,1,1,1,1,0
1,1/1/2013,0,1,3,2,0,0,0,2013,1,1,1,1,1,1,0
2,1/1/2013,0,1,3,3,0,0,0,2013,1,1,1,1,1,1,0
3,1/1/2013,0,1,3,4,0,0,0,2013,1,1,1,1,1,1,0
4,1/1/2013,0,1,3,5,0,0,0,2013,1,1,1,1,1,1,0
5,1/1/2013,0,1,3,6,0,0,0,2013,1,1,1,1,1,1,0
6,1/1/2013,0,1,3,7,0,0,0,2013,1,1,1,1,1,1,0
7,1/1/2013,0,1,3,8,0,0,0,2013,1,1,1,1,1,1,0
8,1/1/2013,0,1,3,9,0,0,0,2013,1,1,1,1,1,1,0
9,1/1/2013,0,1,3,10,0,0,0,2013,1,1,1,1,1,1,0
10,1/1/2013,0,1,3,11,0,0,0,2013,1,1,1,1,1,1,0
11,1/1/2013,0,1,3,12,0,0,0,2013,1,1,1,1,1,1,0
12,1/1/2013,0,1,3,13,0,0,0,2013,1,1,1,1,1,1,0
13,1/1/2013,0,1,3,14,0,0,0,2013,1,1,1,1,1,1,0
14,1/1/2013,0,1,3,15,0,0,0,2013,1,1,1,1,1,1,0
15,1/1/2013,0,1,3,16,0,0,0,2013,1,1,1,1,1,1,0
16,1/1/2013,0,1,3,17,0,0,0,2013,1,1,1,1,1,1,0
17,1/1/2013,0,1,3,18,0,0,0,2013,1,1,1,1,1,1,0
18,1/1/2013,0,1,3,19,0,0,0,2013,1,1,1,1,1,1,0
19,1/1/2013,0,1,3,20,0,0,0,2013,1,1,1,1,1,1,0
20,1/1/2013,0,1,3,21,0,0,0,2013,1,1,1,1,1,1,0
21,1/1/2013,0,1,3,22,0,0,0,2013,1,1,1,1,1,1,0
22,1/1/2013,0,1,3,23,0,0,0,2013,1,1,1,1,1,1,0
23,1/1/2013,0,1,3,24,0,0,0,2013,1,1,1,1,1,1,0
24,1/1/2013,0,1,3,25,0,2511.618999,0,2013,1,1,1,1,1,1,0
25,1/1/2013,0,1,3,26,0,0,0,2013,1,1,1,1,1,1,0
26,1/1/2013,0,1,3,27,0,0,0,2013,1,1,1,1,1,1,0
27,1/1/2013,0,1,3,28,0,0,0,2013,1,1,1,1,1,1,0
28,1/1/2013,0,1,3,29,0,0,0,2013,1,1,1,1,1,1,0
29,1/1/2013,0,1,3,30,0,0,0,2013,1,1,1,1,1,1,0
30,1/1/2013,0,1,3,31,0,0,0,2013,1,1,1,1,1,1,0
31,1/1/2013,0,1,3,32,0,0,0,2013,1,1,1,1,1,1,0
32,1/1/2013,0,1,3,33,0,0,0,2013,1,1,1,1,1,1,0
33,1/1/2013,0,1,3,34,0,0,0,2013,1,1,1,1,1,1,0
34,1/1/2013,0,1,3,35,0,0,0,2013,1,1,1,1,1,1,0
35,1/1/2013,0,1,3,36,0,0,0,2013,1,1,1,1,1,1,0
36,1/1/2013,0,1,3,37,0,0,0,2013,1,1,1,1,1,1,0
37,1/1/2013,0,1,3,38,0,0,0,2013,1,1,1,1,1,1,0
38,1/1/2013,0,1,3,39,0,0,0,2013,1,1,1,1,1,1,0
39,1/1/2013,0,1,3,40,0,0,0,2013,1,1,1,1,1,1,0
40,1/1/2013,0,1,3,41,0,0,0,2013,1,1,1,1,1,1,0
41,1/1/2013,0,1,3,42,0,0,0,2013,1,1,1,1,1,1,0
42,1/1/2013,0,1,3,43,0,0,0,2013,1,1,1,1,1,1,0
43,1/1/2013,0,1,3,44,0,0,0,2013,1,1,1,1,1,1,0
44,1/1/2013,0,1,3,45,0,0,0,2013,1,1,1,1,1,1,0
45,1/1/2013,0,1,3,46,0,0,0,2013,1,1,1,1,1,1,0
46,1/1/2013,0,1,3,47,0,0,0,2013,1,1,1,1,1,1,0
47,1/1/2013,0,1,3,48,0,0,0,2013,1,1,1,1,1,1,0
48,1/1/2013,0,1,3,49,0,0,0,2013,1,1,1,1,1,1,0
49,1/1/2013,0,1,3,50,0,0,0,2013,1,1,1,1,1,1,0
50,1/1/2013,0,1,3,51,0,0,0,2013,1,1,1,1,1,1,0
51,1/1/2013,0,1,3,52,0,0,0,2013,1,1,1,1,1,1,0
52,1/1/2013,0,1,3,53,0,0,0,2013,1,1,1,1,1,1,0
53,1/1/2013,0,1,3,54,0,0,0,2013,1,1,1,1,1,1,0
54,1/2/2013,1,0,0,1,0,7417.148,0,2013,1,2,2,2,1,1,0
55,1/2/2013,1,0,0,2,0,10266.71898,0,2013,1,2,2,2,1,1,0
56,1/2/2013,1,0,0,3,0,24060.348,0,2013,1,2,2,2,1,1,0
57,1/2/2013,1,0,0,4,0,10200.08398,0,2013,1,2,2,2,1,1,0
58,1/2/2013,1,0,0,5,0,10598.61902,0,2013,1,2,2,2,1,1,0
59,1/2/2013,1,0,0,6,0,13520.485,0,2013,1,2,2,2,1,1,0
60,1/2/2013,1,0,0,7,0,11997.502,0,2013,1,2,2,2,1,1,0
61,1/2/2013,1,0,0,8,0,14659.328,0,2013,1,2,2,2,1,1,0
62,1/2/2013,1,0,0,9,0,15867.484,0,2013,1,2,2,2,1,1,0
63,1/2/2013,1,0,0,10,0,5430.088,0,2013,1,2,2,2,1,1,0
64,1/2/2013,1,0,0,11,0,18329.638,0,2013,1,2,2,2,1,1,0
65,1/2/2013,1,0,0,12,0,5854.517,0,2013,1,2,2,2,1,1,0
66,1/2/2013,1,0,0,13,0,5516.831,0,2013,1,2,2,2,1,1,0
67,1/2/2013,1,0,0,14,0,7698.253,0,2013,1,2,2,2,1,1,0
68,1/2/2013,1,0,0,15,0,6577.805,0,2013,1,2,2,2,1,1,0
69,1/2/2013,1,0,0,16,0,6242.572,0,2013,1,2,2,2,1,1,0
70,1/2/2013,1,0,0,17,0,7673.513,0,2013,1,2,2,2,1,1,0
71,1/2/2013,1,0,0,18,0,8204.567,0,2013,1,2,2,2,1,1,0
72,1/2/2013,1,0,0,19,0,5615.389008,0,2013,1,2,2,2,1,1,0
73,1/2/2013,1,0,0,20,0,0,0,2013,1,2,2,2,1,1,0
74,1/2/2013,1,0,0,21,0,0,0,2013,1,2,2,2,1,1,0
75,1/2/2013,1,0,0,22,0,0,0,2013,1,2,2,2,1,1,0
76,1/2/2013,1,0,0,23,0,6560.337,0,2013,1,2,2,2,1,1,0
77,1/2/2013,1,0,0,24,0,11018.853,0,2013,1,2,2,2,1,1,0
78,1/2/2013,1,0,0,25,0,5316.224,0,2013,1,2,2,2,1,1,0
79,1/2/2013,1,0,0,26,0,5653.413,0,2013,1,2,2,2,1,1,0
80,1/2/2013,1,0,0,27,0,7207.547,0,2013,1,2,2,2,1,1,0
81,1/2/2013,1,0,0,28,0,5176.474,0,2013,1,2,2,2,1,1,0
82,1/2/2013,1,0,0,29,0,0,0,2013,1,2,2,2,1,1,0
83,1/2/2013,1,0,0,30,0,2623.009,0,2013,1,2,2,2,1,1,0
84,1/2/2013,1,0,0,31,0,6637.56,0,2013,1,2,2,2,1,1,0
85,1/2/2013,1,0,0,32,0,2441.508,0,2013,1,2,2,2,1,1,0
86,1/2/2013,1,0,0,33,0,5720.770998,0,2013,1,2,2,2,1,1,0
87,1/2/2013,1,0,0,34,0,7749.693,0,2013,1,2,2,2,1,1,0
88,1/2/2013,1,0,0,35,0,2978.224,0,2013,1,2,2,2,1,1,0
89,1/2/2013,1,0,0,36,0,0,0,2013,1,2,2,2,1,1,0
90,1/2/2013,1,0,0,37,0,11111.839,0,2013,1,2,2,2,1,1,0
91,1/2/2013,1,0,0,38,0,9198.507,0,2013,1,2,2,2,1,1,0
92,1/2/2013,1,0,0,39,0,9956.37101,0,2013,1,2,2,2,1,1,0
93,1/2/2013,1,0,0,40,0,4965.014,0,2013,1,2,2,2,1,1,0
94,1/2/2013,1,0,0,41,0,5205.833,0,2013,1,2,2,2,1,1,0
95,1/2/2013,1,0,0,42,0,0,0,2013,1,2,2,2,1,1,0
96,1/2/2013,1,0,0,43,0,6054.335,0,2013,1,2,2,2,1,1,0
97,1/2/2013,1,0,0,44,0,30095.181,0,2013,1,2,2,2,1,1,0
98,1/2/2013,1,0,0,45,0,27612.05095,0,2013,1,2,2,2,1,1,0
99,1/2/2013,1,0,0,46,0,27149.92,0,2013,1,2,2,2,1,1,0
100,1/2/2013,1,0,0,47,0,27263.11101,0,2013,1,2,2,2,1,1,0
101,1/2/2013,1,0,0,48,0,19700,0,2013,1,2,2,2,1,1,0
102,1/2/2013,1,0,0,49,0,16281.845,0,2013,1,2,2,2,1,1,0
103,1/2/2013,1,0,0,50,0,16576.132,0,2013,1,2,2,2,1,1,0
104,1/2/2013,1,0,0,51,0,15134.49099,0,2013,1,2,2,2,1,1,0
105,1/2/2013,1,0,0,52,0,0,0,2013,1,2,2,2,1,1,0
106,1/2/2013,1,0,0,53,0,0,0,2013,1,2,2,2,1,1,0
107,1/2/2013,1,0,0,54,0,4973.285,0,2013,1,2,2,2,1,1,0
108,1/3/2013,1,0,0,1,0,5873.244001,0,2013,1,3,3,3,1,1,0
109,1/3/2013,1,0,0,2,0,7612.54,0,2013,1,3,3,3,1,1,0
110,1/3/2013,1,0,0,3,0,18570.74503,0,2013,1,3,3,3,1,1,0
111,1/3/2013,1,0,0,4,0,7400.245,0,2013,1,3,3,3,1,1,0
112,1/3/2013,1,0,0,5,0,7770.968,0,2013,1,3,3,3,1,1,0
113,1/3/2013,1,0,0,6,0,9929.393,0,2013,1,3,3,3,1,1,0
114,1/3/2013,1,0,0,7,0,9277.958,0,2013,1,3,3,3,1,1,0
115,1/3/2013,1,0,0,8,0,10781.243,0,2013,1,3,3,3,1,1,0
116,1/3/2013,1,0,0,9,0,10431.719,0,2013,1,3,3,3,1,1,0
117,1/3/2013,1,0,0,10,0,4549.52998,0,2013,1,3,3,3,1,1,0
118,1/3/2013,1,0,0,11,0,12356.20504,0,2013,1,3,3,3,1,1,0
119,1/3/2013,1,0,0,12,0,4460.164,0,2013,1,3,3,3,1,1,0
120,1/3/2013,1,0,0,13,0,4852.438995,0,2013,1,3,3,3,1,1,0
121,1/3/2013,1,0,0,14,0,6158.575996,0,2013,1,3,3,3,1,1,0
122,1/3/2013,1,0,0,15,0,5691.447,0,2013,1,3,3,3,1,1,0
123,1/3/2013,1,0,0,16,0,5316.415,0,2013,1,3,3,3,1,1,0
124,1/3/2013,1,0,0,17,0,5523.241,0,2013,1,3,3,3,1,1,0
125,1/3/2013,1,0,0,18,0,5107.041,0,2013,1,3,3,3,1,1,0
126,1/3/2013,1,0,0,19,0,3783.087,0,2013,1,3,3,3,1,1,0
127,1/3/2013,1,0,0,20,0,0,0,2013,1,3,3,3,1,1,0
128,1/3/2013,1,0,0,21,0,0,0,2013,1,3,3,3,1,1,0
129,1/3/2013,1,0,0,22,0,0,0,2013,1,3,3,3,1,1,0
130,1/3/2013,1,0,0,23,0,4911.20401,0,2013,1,3,3,3,1,1,0
131,1/3/2013,1,0,0,24,0,10086.241,0,2013,1,3,3,3,1,1,0
132,1/3/2013,1,0,0,25,0,4442.91302,0,2013,1,3,3,3,1,1,0
133,1/3/2013,1,0,0,26,0,3477.559,0,2013,1,3,3,3,1,1,0
134,1/3/2013,1,0,0,27,0,4387.566,0,2013,1,3,3,3,1,1,0
135,1/3/2013,1,0,0,28,0,4142.304,0,2013,1,3,3,3,1,1,0
136,1/3/2013,1,0,0,29,0,0,0,2013,1,3,3,3,1,1,0
137,1/3/2013,1,0,0,30,0,2538.315003,0,2013,1,3,3,3,1,1,0
138,1/3/2013,1,0,0,31,0,5437.826,0,2013,1,3,3,3,1,1,0
139,1/3/2013,1,0,0,32,0,2589.699001,0,2013,1,3,3,3,1,1,0
140,1/3/2013,1,0,0,33,0,5167.402,0,2013,1,3,3,3,1,1,0
141,1/3/2013,1,0,0,34,0,6246.722,0,2013,1,3,3,3,1,1,0
142,1/3/2013,1,0,0,35,0,2699.277,0,2013,1,3,3,3,1,1,0
143,1/3/2013,1,0,0,36,0,0,0,2013,1,3,3,3,1,1,0
144,1/3/2013,1,0,0,37,0,9335.661,0,2013,1,3,3,3,1,1,0
145,1/3/2013,1,0,0,38,0,7860.617,0,2013,1,3,3,3,1,1,0
146,1/3/2013,1,0,0,39,0,6986.445,0,2013,1,3,3,3,1,1,0
147,1/3/2013,1,0,0,40,0,4484.828,0,2013,1,3,3,3,1,1,0
148,1/3/2013,1,0,0,41,0,3699.117,0,2013,1,3,3,3,1,1,0
149,1/3/2013,1,0,0,42,0,0,0,2013,1,3,3,3,1,1,0
150,1/3/2013,1,0,0,43,0,5206.779,0,2013,1,3,3,3,1,1,0
151,1/3/2013,1,0,0,44,0,20447.057,0,2013,1,3,3,3,1,1,0
152,1/3/2013,1,0,0,45,0,17377.98097,0,2013,1,3,3,3,1,1,0
153,1/3/2013,1,0,0,46,0,15751.355,0,2013,1,3,3,3,1,1,0
154,1/3/2013,1,0,0,47,0,18340.205,0,2013,1,3,3,3,1,1,0
155,1/3/2013,1,0,0,48,0,14350.78403,0,2013,1,3,3,3,1,1,0
156,1/3/2013,1,0,0,49,0,9909.082,0,2013,1,3,3,3,1,1,0
157,1/3/2013,1,0,0,50,0,11066.46504,0,2013,1,3,3,3,1,1,0
158,1/3/2013,1,0,0,51,0,11170.05702,0,2013,1,3,3,3,1,1,0
159,1/3/2013,1,0,0,52,0,0,0,2013,1,3,3,3,1,1,0
160,1/3/2013,1,0,0,53,0,0,0,2013,1,3,3,3,1,1,0
161,1/3/2013,1,0,0,54,0,3901.57,0,2013,1,3,3,3,1,1,0
162,1/4/2013,1,0,0,1,0,5919.879001,0,2013,1,4,4,4,1,1,0
163,1/4/2013,1,0,0,2,0,7526.377,0,2013,1,4,4,4,1,1,0
164,1/4/2013,1,0,0,3,0,17392.098,0,2013,1,4,4,4,1,1,0
165,1/4/2013,1,0,0,4,0,6902.050001,0,2013,1,4,4,4,1,1,0
166,1/4/2013,1,0,0,5,0,7347.641991,0,2013,1,4,4,4,1,1,0
167,1/4/2013,1,0,0,6,0,8869.21198,0,2013,1,4,4,4,1,1,0
168,1/4/2013,1,0,0,7,0,8096.573018,0,2013,1,4,4,4,1,1,0
169,1/4/2013,1,0,0,8,0,11124.651,0,2013,1,4,4,4,1,1,0
170,1/4/2013,1,0,0,9,0,8085.159,0,2013,1,4,4,4,1,1,0
171,1/4/2013,1,0,0,10,0,3381.016,0,2013,1,4,4,4,1,1,0
172,1/4/2013,1,0,0,11,0,12171.99802,0,2013,1,4,4,4,1,1,0
173,1/4/2013,1,0,0,12,0,3684.053004,0,2013,1,4,4,4,1,1,0
174,1/4/2013,1,0,0,13,0,4249.484,0,2013,1,4,4,4,1,1,0
175,1/4/2013,1,0,0,14,0,5777.689,0,2013,1,4,4,4,1,1,0
176,1/4/2013,1,0,0,15,0,4825.64699,0,2013,1,4,4,4,1,1,0
177,1/4/2013,1,0,0,16,0,4616.99,0,2013,1,4,4,4,1,1,0
178,1/4/2013,1,0,0,17,0,5239.568995,0,2013,1,4,4,4,1,1,0
179,1/4/2013,1,0,0,18,0,4033.748,0,2013,1,4,4,4,1,1,0
180,1/4/2013,1,0,0,19,0,3233.503,0,2013,1,4,4,4,1,1,0
181,1/4/2013,1,0,0,20,0,0,0,2013,1,4,4,4,1,1,0
182,1/4/2013,1,0,0,21,0,0,0,2013,1,4,4,4,1,1,0
183,1/4/2013,1,0,0,22,0,0,0,2013,1,4,4,4,1,1,0
184,1/4/2013,1,0,0,23,0,5620.528,0,2013,1,4,4,4,1,1,0
185,1/4/2013,1,0,0,24,0,10059.481,0,2013,1,4,4,4,1,1,0
186,1/4/2013,1,0,0,25,0,4844.354,0,2013,1,4,4,4,1,1,0
187,1/4/2013,1,0,0,26,0,3538.449,0,2013,1,4,4,4,1,1,0
188,1/4/2013,1,0,0,27,0,4586.466001,0,2013,1,4,4,4,1,1,0
189,1/4/2013,1,0,0,28,0,2615.644994,0,2013,1,4,4,4,1,1,0
190,1/4/2013,1,0,0,29,0,0,0,2013,1,4,4,4,1,1,0
191,1/4/2013,1,0,0,30,0,1987.33,0,2013,1,4,4,4,1,1,0
192,1/4/2013,1,0,0,31,0,6107.636,0,2013,1,4,4,4,1,1,0
193,1/4/2013,1,0,0,32,0,2705.500996,0,2013,1,4,4,4,1,1,0
194,1/4/2013,1,0,0,33,0,4282.112,0,2013,1,4,4,4,1,1,0
195,1/4/2013,1,0,0,34,0,6100.120001,0,2013,1,4,4,4,1,1,0
196,1/4/2013,1,0,0,35,0,2406.925001,0,2013,1,4,4,4,1,1,0
197,1/4/2013,1,0,0,36,0,0,0,2013,1,4,4,4,1,1,0
198,1/4/2013,1,0,0,37,0,8954.49001,0,2013,1,4,4,4,1,1,0
199,1/4/2013,1,0,0,38,0,7433.773,0,2013,1,4,4,4,1,1,0
200,1/4/2013,1,0,0,39,0,5605.498,0,2013,1,4,4,4,1,1,0
201,1/4/2013,1,0,0,40,0,3838.027,0,2013,1,4,4,4,1,1,0
202,1/4/2013,1,0,0,41,0,3581.132004,0,2013,1,4,4,4,1,1,0
203,1/4/2013,1,0,0,42,0,0,0,2013,1,4,4,4,1,1,0
204,1/4/2013,1,0,0,43,0,5499.704,0,2013,1,4,4,4,1,1,0
205,1/4/2013,1,0,0,44,0,22795.799,0,2013,1,4,4,4,1,1,0
206,1/4/2013,1,0,0,45,0,19936.19504,0,2013,1,4,4,4,1,1,0
207,1/4/2013,1,0,0,46,0,17073.06408,0,2013,1,4,4,4,1,1,0
208,1/4/2013,1,0,0,47,0,18982.00897,0,2013,1,4,4,4,1,1,0
209,1/4/2013,1,0,0,48,0,15276.803,0,2013,1,4,4,4,1,1,0
210,1/4/2013,1,0,0,49,0,10284.566,0,2013,1,4,4,4,1,1,0
211,1/4/2013,1,0,0,50,0,12147.44,0,2013,1,4,4,4,1,1,0
212,1/4/2013,1,0,0,51,0,12452.326,0,2013,1,4,4,4,1,1,0
213,1/4/2013,1,0,0,52,0,0,0,2013,1,4,4,4,1,1,0
214,1/4/2013,1,0,0,53,0,0,0,2013,1,4,4,4,1,1,0
215,1/4/2013,1,0,0,54,0,3266.966,0,2013,1,4,4,4,1,1,0
216,1/5/2013,1,1,3,1,0,6318.78501,0,2013,1,5,5,5,1,1,1
217,1/5/2013,1,1,3,2,0,9539.566,0,2013,1,5,5,5,1,1,1
218,1/5/2013,1,1,3,3,0,22700.87201,0,2013,1,5,5,5,1,1,1
219,1/5/2013,1,1,3,4,0,9948.383,0,2013,1,5,5,5,1,1,1
220,1/5/2013,1,1,3,5,0,8192.598,0,2013,1,5,5,5,1,1,1
221,1/5/2013,1,1,3,6,0,12431.68904,0,2013,1,5,5,5,1,1,1
222,1/5/2013,1,1,3,7,0,8610.605999,0,2013,1,5,5,5,1,1,1
223,1/5/2013,1,1,3,8,0,14277.69902,0,2013,1,5,5,5,1,1,1
224,1/5/2013,1,1,3,9,0,13057.11,0,2013,1,5,5,5,1,1,1
225,1/5/2013,1,1,3,10,0,5409.78501,0,2013,1,5,5,5,1,1,1
226,1/5/2013,1,1,3,11,0,14763.049,0,2013,1,5,5,5,1,1,1
227,1/5/2013,1,1,3,12,0,4818.668,0,2013,1,5,5,5,1,1,1
228,1/5/2013,1,1,3,13,0,6465.232,0,2013,1,5,5,5,1,1,1
229,1/5/2013,1,1,3,14,0,7974.621,0,2013,1,5,5,5,1,1,1
230,1/5/2013,1,1,3,15,0,5694.056,0,2013,1,5,5,5,1,1,1
231,1/5/2013,1,1,3,16,0,6014.655,0,2013,1,5,5,5,1,1,1
232,1/5/2013,1,1,3,17,0,7557.546,0,2013,1,5,5,5,1,1,1
233,1/5/2013,1,1,3,18,0,6510.638,0,2013,1,5,5,5,1,1,1
234,1/5/2013,1,1,3,19,0,6363.821023,0,2013,1,5,5,5,1,1,1
235,1/5/2013,1,1,3,20,0,0,0,2013,1,5,5,5,1,1,1
236,1/5/2013,1,1,3,21,0,0,0,2013,1,5,5,5,1,1,1
237,1/5/2013,1,1,3,22,0,0,0,2013,1,5,5,5,1,1,1
238,1/5/2013,1,1,3,23,0,6041.002,0,2013,1,5,5,5,1,1,1
239,1/5/2013,1,1,3,24,0,12031.90902,0,2013,1,5,5,5,1,1,1
240,1/5/2013,1,1,3,25,0,5817.526005,0,2013,1,5,5,5,1,1,1
241,1/5/2013,1,1,3,26,0,5503.186,0,2013,1,5,5,5,1,1,1
242,1/5/2013,1,1,3,27,0,6731.607015,0,2013,1,5,5,5,1,1,1
243,1/5/2013,1,1,3,28,0,5939.632,0,2013,1,5,5,5,1,1,1
244,1/5/2013,1,1,3,29,0,0,0,2013,1,5,5,5,1,1,1
245,1/5/2013,1,1,3,30,0,2811.187998,0,2013,1,5,5,5,1,1,1
246,1/5/2013,1,1,3,31,0,5875.18901,0,2013,1,5,5,5,1,1,1
247,1/5/2013,1,1,3,32,0,2623.645,0,2013,1,5,5,5,1,1,1
248,1/5/2013,1,1,3,33,0,5981.775,0,2013,1,5,5,5,1,1,1
249,1/5/2013,1,1,3,34,0,7189.406004,0,2013,1,5,5,5,1,1,1
250,1/5/2013,1,1,3,35,0,2981.362,0,2013,1,5,5,5,1,1,1
251,1/5/2013,1,1,3,36,0,0,0,2013,1,5,5,5,1,1,1
252,1/5/2013,1,1,3,37,0,11268.065,0,2013,1,5,5,5,1,1,1
253,1/5/2013,1,1,3,38,0,9842.551011,0,2013,1,5,5,5,1,1,1
254,1/5/2013,1,1,3,39,0,9256.675,0,2013,1,5,5,5,1,1,1
255,1/5/2013,1,1,3,40,0,5314.727,0,2013,1,5,5,5,1,1,1
256,1/5/2013,1,1,3,41,0,4694.56,0,2013,1,5,5,5,1,1,1
257,1/5/2013,1,1,3,42,0,0,0,2013,1,5,5,5,1,1,1
258,1/5/2013,1,1,3,43,0,4328.885,0,2013,1,5,5,5,1,1,1
259,1/5/2013,1,1,3,44,0,31382.508,0,2013,1,5,5,5,1,1,1
260,1/5/2013,1,1,3,45,0,27104.22303,0,2013,1,5,5,5,1,1,1
261,1/5/2013,1,1,3,46,0,27231.19803,0,2013,1,5,5,5,1,1,1
262,1/5/2013,1,1,3,47,0,26996.264,0,2013,1,5,5,5,1,1,1
263,1/5/2013,1,1,3,48,0,22876.474,0,2013,1,5,5,5,1,1,1
264,1/5/2013,1,1,3,49,0,13506.025,0,2013,1,5,5,5,1,1,1
265,1/5/2013,1,1,3,50,0,17930.364,0,2013,1,5,5,5,1,1,1
266,1/5/2013,1,1,3,51,0,15046.247,0,2013,1,5,5,5,1,1,1
267,1/5/2013,1,1,3,52,0,0,0,2013,1,5,5,5,1,1,1
268,1/5/2013,1,1,3,53,0,0,0,2013,1,5,5,5,1,1,1
269,1/5/2013,1,1,3,54,0,4394.549,0,2013,1,5,5,5,1,1,1
270,1/6/2013,1,0,0,1,0,2199.087,0,2013,1,6,6,6,1,1,1
271,1/6/2013,1,0,0,2,0,10322.388,0,2013,1,6,6,6,1,1,1
272,1/6/2013,1,0,0,3,0,25343.62,0,2013,1,6,6,6,1,1,1
273,1/6/2013,1,0,0,4,0,11679.692,0,2013,1,6,6,6,1,1,1
274,1/6/2013,1,0,0,5,0,10843.23203,0,2013,1,6,6,6,1,1,1
275,1/6/2013,1,0,0,6,0,16533.562,0,2013,1,6,6,6,1,1,1
276,1/6/2013,1,0,0,7,0,8770.658,0,2013,1,6,6,6,1,1,1
277,1/6/2013,1,0,0,8,0,14425.47098,0,2013,1,6,6,6,1,1,1
278,1/6/2013,1,0,0,9,0,15936.53,0,2013,1,6,6,6,1,1,1
279,1/6/2013,1,0,0,10,0,5722.05301,0,2013,1,6,6,6,1,1,1
280,1/6/2013,1,0,0,11,0,15739.27605,0,2013,1,6,6,6,1,1,1
281,1/6/2013,1,0,0,12,0,5762.309,0,2013,1,6,6,6,1,1,1
282,1/6/2013,1,0,0,13,0,4551.895,0,2013,1,6,6,6,1,1,1
283,1/6/2013,1,0,0,14,0,4856.51302,0,2013,1,6,6,6,1,1,1
284,1/6/2013,1,0,0,15,0,5224.989995,0,2013,1,6,6,6,1,1,1
285,1/6/2013,1,0,0,16,0,7543.599,0,2013,1,6,6,6,1,1,1
286,1/6/2013,1,0,0,17,0,7420.16,0,2013,1,6,6,6,1,1,1
